음 식 명,중량(g),에너지(kcal),탄수화물(g),당류(g),지방(g),단백질(g),칼슘(mg),인(mg),나트륨(mg),칼륨(mg),마그네슘(mg),철(mg),아연(mg),콜레스테롤(mg),트랜스지방(g)
햄 김치찌개,300,93,9.5,0.1,4.2,4.4,34.99,99.26,1335.08,314.05,21.47,0.25,0.51,13.18,0
호박고추장찌개,280,115,16.7,1.6,2.8,5.8,36.63,103.16,590.73,607.97,55.78,1.31,1.76,0,0
가오리찜,200,204,0.9,0.1,2.8,44,15.15,6.52,302.21,22.45,8.41,0.18,0.1,182.55,0
깻잎찜,100,97,6,1.3,5.9,5.2,259.88,77.33,792.23,565.26,73.62,1.7,1.34,0,0
꼬막찜,200,192,13.9,2.1,4.5,24.1,145.09,227.42,1472.19,441.12,110.47,17051.47,2935.21,76.6,0.1
꽈리고추찜,100,103,17.7,0.4,2.1,3.6,26.74,57.84,315.91,239.15,24.81,0.64,0.37,0,0
달걀찜(우유),200,209,7.6,5.1,12.6,16.5,183.15,286.66,523.51,277.21,26.92,2.88,2.17,339.15,0.2
달걀찜,200,116,0.9,0,8.1,10,50.03,158.88,493.75,112.74,18.67,1532.63,914.73,378.51,0
닭찜,300,320,1.8,0,18.3,37.1,36.14,339.95,673.07,498.06,46.98,1829.45,1913.77,198.66,0.1
돼지갈비찜,300,581,22.3,0.4,37,39.9,90.2,486.5,1432.59,994.78,76.64,2.87,7.64,150.2,0.4
돼지고기 수육,300,936,7,7.2,74.5,59.6,58.06,409.78,121.28,839.59,68.77,2954.54,5758.23,120.32,0.4
쇠갈비찜,300,256,20.8,2.2,9.5,21.8,99.14,220.42,816.9,753.15,53.9,3.2,5.66,100.14,0.3
쇠고기사태찜,300,328,11,0.4,15.5,36.3,39.25,255.61,905.34,433.67,45.14,3.5,6.16,284.86,0.4
쇠고기수육,300,498,6.1,0.3,14.8,85.3,17.53,377.85,91.82,401.22,55.27,10.13,23.7,264.9,0.8
순대,220,410,78.6,3.1,8,6,38.05,122.06,1327.97,73.38,8.41,7.32,0.18,57.73,0
아귀찜,200,168,14.5,5.5,6.3,13.4,52.82,218.17,783.1,534.67,55.01,2800.72,1100.25,102.77,0
애호박찜,100,181,21.2,1.8,6.5,9.5,26.97,84.25,161.25,143.93,29.73,1.02,1.21,12.54,0.1
족발,250,582,2.3,0,34.8,65.1,1837.3,1607.04,861.47,514.68,93.39,2.5,7.16,229.31,0.2
코다리찜,200,188,12.2,5,2.7,29,146.41,310.58,1240.64,607.05,73.76,0.75,1.05,121.92,0
풋고추찜,100,51,8.3,1.4,1,2.3,25.36,55.61,708.36,297.19,21.5,0.55,0.32,0,0
해물콩나물찜,200,111,9.9,0,2,13.3,75.94,171.44,446.45,372.75,68.64,1300.72,982.3,129.69,0
간장양념닭다리튀김,200,646,35.8,7.4,39.2,37.7,40.66,418.41,820.61,647.09,63.18,2.01,3.53,117.93,0.3
간장양념치킨,200,543,42.5,10.5,32.4,20.5,43.01,251.81,1187.57,406.29,37.31,1029.79,802.98,64.91,0.2
감자튀김,150,467,52.7,0.5,25.5,6.8,19.54,184.98,117.11,985.33,60.91,60.91,0.88,0,0.1
고등어튀김,150,513,10.7,0,39.3,29.5,51.72,363.73,293.72,489.69,49.86,1.72,1.07,53.04,0.4
김말이튀김,150,384,39.7,1.2,23.8,3,46.94,74.03,481.95,142.82,18.31,1.68,0.2,0,0.1
김튀김,50,260,27.2,0.1,14.4,5.5,25.51,107.19,303.12,288.7,54.48,1.56,2.26,3.63,0.1
깐풍기,150,344,27.4,4.6,17.7,18.9,57.52,204.83,615.56,322.46,30.83,1.75,1.43,88.18,0.2
다시마튀각,50,230,23.7,8.6,13.3,4.2,262.81,105.5,652.71,1899.05,155.35,1.87,0.53,0,0.2
닭강정,200,450,45,7.9,19.5,23.7,93.98,269.92,1304.86,550.62,48.81,1252.31,913.18,77.85,0.1
닭날개튀김,200,514,21,0,32.5,34.3,38.83,366.79,538.85,463.98,39.82,1.79,2.63,150.68,0.3
등심돈까스,200,463,22.6,9,26.5,33.8,36,335.52,814.8,748.3,47.93,1122.18,2384.04,99.49,0.2
떡강정,200,498,95.8,10.7,9.4,7.6,20.46,106.75,892.91,182.31,27.6,0.6,1.23,0,0.1
미역튀각,50,221,10.6,5.7,17,6.6,308.05,111.95,2611.54,141.09,229.85,3.27,0.82,0,0.2
새우탕수육,200,232,26,12.9,8.4,13.3,53.85,259.9,984.54,162.6,28.2,0.26,0.89,106.71,0.1
새우튀김,150,430,28.4,0.1,23.8,25.5,319.34,343.79,728.56,301.44,50.95,1.52,1.99,160.8,0.2
소시지튀김,200,707,8,1.5,62.6,28.1,15.67,444.26,1879,482.57,31.15,1.62,3.58,161.02,0.3
오징어튀김,150,505,33.7,0.5,33,18.6,27.59,290.24,504.99,217.63,37.94,0.47,1.76,141.18,0.3
채소튀김,100,404,36.8,6.4,27.1,3.3,27.73,116.78,277.85,305.04,27.09,1.35,0.33,0,0.2
치킨너겟,150,468,14.9,4.9,35.4,22.5,18.67,356.13,843.88,373.75,33.89,0.96,0.87,46.48,0.3
탕수육,200,358,24.8,19.1,16.8,27.2,29.01,266.83,814.66,544.51,38.97,1.12,1.79,91.11,0.1
후라이드치킨,200,530,21.3,0,33.7,35.5,62.28,327.13,386.81,499.66,42.76,1803.49,1541.84,165.69,0.2
